,Unnamed: 0,Name,Age,Birth City,Birth Country,Birth Lat,Birth Lng,College,College Lat,College Lng,Height (in),Ability Score
680,680,Terence Davis,22,"Southaven, MI",USA,,,Ole Miss,34.3647324,-89.538443,"6'4""",0.0
681,681,Branden Dawson,27,"Gary, IN",USA,,,Michigan State University,42.701848,-84.4821719,"6'6""",0.0
683,683,Daniel Dixon,26,,USA,,,William & Mary,37.2726983,-76.71366189999999,"6'6""",0.0
684,684,Billy Donovan,2,"Rockville Centre, NY",USA,,,Providence College,41.8440925,-71.4381653,,0.0
685,685,Luguentz Dort,20,"Montreal, QC",Canada,,,Arizona State,33.4242399,-111.9280527,"6'3""",0.0
687,687,Milton Doyle,26,"Chicago, IL",USA,,,Loyola University of Chicago,41.9987765,-87.6582585,"6'4""",0.0
688,688,Carsen Edwards,22,,,,,Purdue,40.4237054,-86.92119459999999,"5'11""",0.0
689,689,Tyler Ennis,25,Brampton,Canada,,,Syracuse University,43.0391534,-76.1351158,"6'3""",0.0
690,690,Tacko Fall,24,Dakar,Senegal,,,Central Florida,28.0582985,-81.8661442,"7'5""",0.0
691,691,Carrick Felix,29,"Las Vegas, AZ",USA,,,Arizona State University,33.4242399,-111.9280527,"6'6""",0.0
692,692,Bruno Fernando,21,Luanda,Angola,,,Maryland,39.0457549,-76.64127119999999,"6'9""",0.0
693,693,Robert Franks,23,"Seattle, WA",USA,,,Washington State,47.7510741,-120.7401385,"6'8""",0.0
695,695,Kenny Gabriel,30,,USA,,,Auburn,32.6098566,-85.48078249999999,"6'8""",0.0
698,698,Daniel Gafford,21,,,,,Arkansas,35.20105,-91.8318334,"6'10""",0.0
699,699,Darius Garland,20,"Gary, IN",USA,,,Vanderbilt,36.1447034,-86.8026551,"6'1""",0.0
701,701,Kaiser Gates,23,"Atlanta, GA",USA,,,Xavier,39.149448,-84.47363740000002,"6'7""",0.0
703,703,Jonathan Gibson,32,"West Covina, CA",USA,,,New Mexico State University,32.2787745,-106.7479059,,0.0
705,705,Erick Green,28,"Inglewood, CA",USA,,,Virginia Polytechnic Institute and State University,37.22838429999999,-80.42341669999999,,0.0
706,706,Javonte Green,26,"Petersburg, VA",USA,,,Radford University,37.1395334,-80.5511003,"6'4""",0.0
708,708,Kyle Guy,22,"Indianapolis, IN",USA,,,Virginia,37.4315734,-78.6568942,"6'1""",0.0
710,710,Rui Hachimura,22,Toyama,Japan,,,Gonzaga,47.66703210000001,-117.4014343,"6'8""",0.0
711,711,Devon Hall,24,"Virginia Beach, VA",USA,,,Virginia,37.4315734,-78.6568942,"6'5""",0.0
713,713,Jaylen Hands,21,"San Diego, CA",USA,,,UCLA,34.068921,-118.4451811,"6'3""",0.0
714,714,Jared Harper,22,,,,,Auburn,32.6098566,-85.48078249999999,"5'10""",0.0
715,715,Jaxson Hayes,19,"Norman, OK",USA,,,Texas,31.9685988,-99.9018131,"6'11""",0.0
716,716,Reggie Hearn,28,"Fort Wayne, IN",USA,,,Northwestern University,42.0564594,-87.67526699999999,"6'5""",0.0
717,717,Myke Henry,27,"Chicago, IL",USA,,,DePaul University,41.9247559,-87.6566465,"6'5""",0.0
718,718,Dewan Hernandez,23,"Miami, FL",USA,,,Miami,25.7616798,-80.1917902,"6'10""",0.0
719,719,Tyler Herro,20,"Milwaukee, WI",USA,,,Kentucky,37.8393332,-84.2700179,"6'5""",0.0
720,720,Kevin Hervey,23,"Dallas, TX",USA,,,Texas-Arlington,32.735687,-97.10806559999999,"6'9""",0.0
722,722,Ahmed Hill,25,"Fort Valley, GA",USA,,,Virginia Tech,37.22838429999999,-80.42341669999999,"6'5""",0.0
723,723,Amir Hinton,23,"Philadelphia, PA",USA,,,Shaw University,35.771043,-78.6379262,"6'5""",0.0
724,724,Jaylen Hoard,21,Le Havre,France,,,Wake Forest,36.1355052,-80.2791958,"6'8""",0.0
725,725,Fred Hoiberg,2,"Lincoln, NE",USA,,,Iowa State University,42.0266187,-93.6464654,,0.0
726,726,Aric Holman,22,"Owensboro, KY",USA,,,Mississippi State,33.4551742,-88.79437659999999,"6'9""",0.0
727,727,Daulton Hommes,23,"Bellingham, WA",USA,,,Western Washington,48.7342877,-122.4866103,"6'8""",0.0
729,729,Talen Horton-Tucker,19,"Chicago, IL",USA,,,Iowa State,42.0266187,-93.6464654,"6'4""",0.0
731,731,De'Andre Hunter,22,"Philadelphia, PA",USA,,,Virginia,37.4315734,-78.6568942,"6'7""",0.0
732,732,Vince Hunter,25,"Detroit, MI",USA,,,University of Texas at El Paso,31.7709368,-106.5046405,,0.0
733,733,Jarrett Jack,36,"Fort Washington, MD",USA,,,Georgia Institute of Technology,33.7756178,-84.39628499999999,"6'3""",0.0
734,734,Justin Jackson,23,"Toronto, ON",Canada,,,Maryland,39.0457549,-76.64127119999999,"6'7""",0.0
735,735,Justin James,23,"Port St. Lucie, FL",USA,,,Wyoming,43.0759678,-107.2902839,"6'7""",0.0
736,736,Mike James,29,"Copaigue, NY",USA,,,Duquesne University,40.4367914,-79.989232,"6'1""",0.0
738,738,Ty Jerome,22,,,,,Virginia,37.4315734,-78.6568942,"6'5""",0.0
739,739,Cameron Johnson,24,"Moon Township, PA",USA,,,North Carolina,35.7595731,-79.01929969999999,"6'8""",0.0
740,740,Chris Johnson,29,"Orlando, FL",USA,,,University of Dayton,39.7393,-84.17996749999999,"6'6""",0.0
742,742,Keldon Johnson,20,"Chesterfield, VA",USA,,,Kentucky,37.8393332,-84.2700179,"6'5""",0.0
743,743,Mfiondu Kabengele,22,"Burlington, ON",Canada,,,Florida State,30.4418778,-84.2984889,"6'9""",0.0
744,744,Steve Kerr,2,Beirut,Lebanon,,,University of Arizona,32.2318851,-110.9501094,,0.0
745,745,Louis King,21,"Secaucus, NJ",USA,,,Oregon,43.8041334,-120.5542012,"6'7""",0.0
747,747,Sagaba Konate,23,Bamako,Mali,,,West Virginia,38.5976262,-80.4549026,"6'7""",0.0
748,748,John Konchar,24,,,,,Purdue Fort Wayne,41.1173345,-85.1077816,"6'5""",0.0
749,749,Christ Koumadje,23,N'djamena,Chad,,,Florida State,30.4418778,-84.2984889,"7'3""",0.0
751,751,Romeo Langford,20,"New Albany, IN",USA,,,Indiana,40.2671941,-86.1349019,"6'4""",0.0
752,752,Terry Larrier,24,"The Bronx, NY",USA,,,Connecticut,41.6032207,-73.087749,"6'7""",0.0
754,754,Jalen Lecque,19,"Manhattan, NY",USA,,,Brewster Academy,43.5828795,-71.2064681,"6'4""",0.0
755,755,Nassir Little,20,"Pensacola, FL",USA,,,North Carolina,35.7595731,-79.01929969999999,"6'5""",0.0
756,756,Sanjay Lumpkin,25,,USA,,,Northwestern,42.0564594,-87.67526699999999,"6'6""",0.0
758,758,Josh Magette,30,"Birmingham, AL",USA,,,Alabama Huntsville,34.7303688,-86.5861037,"6'1""",0.0
760,760,Terance Mann,23,"Tilton, NH",USA,,,Florida State,30.4418778,-84.2984889,"6'5""",0.0
761,761,Caleb Martin,24,"Reno, NV",USA,,,Nevada-Reno,39.5296329,-119.8138027,"6'5""",0.0
763,763,Jeremiah Martin,23,,,,,Memphis,35.1495343,-90.0489801,"6'2""",0.0
764,764,Kelan Martin,24,,,,,Butler,37.807307,-96.882999,"6'5""",0.0
765,765,Garrison Mathews,23,,,,,Lipscomb,36.1046171,-86.798878,"6'5""",0.0
766,766,Dakota Mathias,24,"Lima, OH",USA,,,Purdue,40.4237054,-86.92119459999999,"6'4""",0.0
767,767,Jalen McDaniels,22,"Federal Way, WA",USA,,,San Diego State,32.7759894,-117.0712533,"6'10""",0.0
768,768,KJ McDaniels,27,"Mobile, AL",USA,,,Clemson University,34.6738437,-82.8368654,"6'6""",0.0
770,770,Nate McMillan,2,"Raleigh, NC",USA,,,North Carolina State University,35.7846633,-78.6820946,,0.0
772,772,Eric Mika,25,"Salt Lake City, UT",USA,,,Brigham Young,40.2518435,-111.6493156,"6'10""",0.0
773,773,Elijah Millsap,32,"Grambling, LA",USA,,,University of Alabama at Birmingham,33.5019893,-86.8064433,"6'7""",0.0
776,776,Ben Moore,24,"Bolingbrook, IL",USA,,,Southern Methodist University,32.8412178,-96.78451749999999,"6'8""",0.0
778,778,Ja Morant,20,"Dalzell, SC",USA,,,Murray State,36.6163842,-88.3214979,"6'3""",0.0
779,779,Juwan Morgan,22,,,,,Indiana,40.2671941,-86.1349019,"6'7""",0.0
781,781,Xavier Munford,27,"Hillside, NJ",USA,,,University of Rhode Island,41.4860647,-71.5308537,"6'3""",0.0
782,782,Dejounte Murray,23,"Seattle, WA",USA,,,University of Washington,47.6912794,-122.3176141,"6'4""",0.0
784,784,Tyler Nelson,24,,USA,,,Fairfield University,41.1588424,-73.2573886,"6'3""",0.0
785,785,Malik Newman,23,,USA,,,Kansas,39.011902,-98.4842465,"6'3""",0.0
786,786,Zach Norvell Jr.,22,"Chicago, IL",USA,,,Gonzaga,47.66703210000001,-117.4014343,"6'5""",0.0
787,787,Duane Notice,25,,Canada,,,South Carolina,33.836081,-81.1637245,"6'2""",0.0
788,788,Jaylen Nowell,20,"Seattle, WA",USA,,,Washington,47.7510741,-120.7401385,"6'4""",0.0
790,790,Shawn Occeus,22,,USA,,,Northeastern,42.3398067,-71.0891717,"6'4""",0.0
792,792,Mark Ogden Jr.,25,,USA,,,Dixie,36.7507859,-95.9749076,"6'9""",0.0
793,793,Chuma Okeke,21,"Atlanta, GA",USA,,,Auburn,32.6098566,-85.48078249999999,"6'8""",0.0
794,794,KZ Okpala,20,"Orange County, CA",USA,,,Stanford,37.4274745,-122.169719,"6'8""",0.0
795,795,Miye Oni,22,"Northridge, CA",USA,,,Yale,41.3163244,-72.92234309999999,"6'5""",0.0
796,796,Randy Onwuasor,24,,USA,,,Louisiana State,30.9842977,-91.96233269999999,"6'3""",0.0
797,797,Tariq Owens,24,"Baltimore, MD",USA,,,Texas Tech,33.5842591,-101.8782822,"6'10""",0.0
798,798,James Palmer Jr.,23,"Washington, DC",USA,,,University of Nebraska-Lincoln,40.8201966,-96.70047629999999,"6'5""",0.0
799,799,Jeremy Pargo,34,,USA,,,Gonzaga,47.66703210000001,-117.4014343,"6'2""",0.0
800,800,Eric Paschall,23,"North Tarrytown, NY",USA,,,Villanova,40.0375832,-75.3491813,"6'6""",0.0
803,803,Josh Perkins,24,,USA,,,Gonzaga,47.66703210000001,-117.4014343,"6'2""",0.0
804,804,London Perrantes,25,"Los Angeles, CA",USA,,,University of Virginia,38.0335529,-78.5079772,"6'2""",0.0
805,805,Lamar Peters,21,,,,,Mississippi State,33.4551742,-88.79437659999999,"6'0""",0.0
806,806,Isaiah Pineiro,25,,USA,,,San Diego,32.715738,-117.1610838,"6'7""",0.0
807,807,Sir'Dominic Pointer,27,,USA,,,"St. John's, N.Y.",40.7220627,-73.79421119999999,"6'6""",0.0
809,809,Jordan Poole,20,"Milwaukee, WI",USA,,,Michigan,44.3148443,-85.60236429999999,"6'4""",0.0
811,811,Jontay Porter,20,"Columbia, MO",USA,,,Missouri,37.9642529,-91.8318334,"6'11""",0.0
812,812,Kevin Porter Jr.,19,"Seattle, WA",USA,,,USC,34.0223519,-118.285117,"6'4""",0.0
815,815,Jacob Pullen,30,"Maywood, IL",USA,,,Kansas State University,39.1974437,-96.5847249,,0.0
816,816,Tim Quarterman,25,"Savannah, GA",USA,,,Louisiana State University,30.4132579,-91.1800023,"6'6""",0.0
819,819,Josh Reaves,22,"Fairfax, VA",USA,,,Penn State,40.7982133,-77.8599084,"6'4""",0.0
820,820,Cam Reddish,20,"Norristown, PA",USA,,,Duke,36.0014258,-78.9382286,"6'8""",0.0
821,821,Willie Reed,29,"Kansas City, MO",USA,,,Saint Louis University,38.6346955,-90.23405869999999,"6'11""",0.0
822,822,Naz Reid,20,"Asbury Park, NJ",USA,,,Louisiana State,30.9842977,-91.96233269999999,"6'9""",0.0
823,823,Doc Rivers,2,"Chicago, IL",USA,,,Marquette University,43.0388337,-87.92856669999999,,0.0
824,824,Andre Roberson,28,"Las Cruces, NM",USA,,,University of Colorado,40.00758099999999,-105.2659417,"6'7""",0.0
826,826,Tyler Roberson,25,,USA,,,Syracuse,43.0481221,-76.14742439999999,"6'9""",0.0
827,827,Alex Robinson,24,,USA,,,Texas Christian,32.7095936,-97.3635602,"6'1""",0.0
828,828,Justin Robinson,22,,,,,Virginia Tech,37.22838429999999,-80.42341669999999,"6'1""",0.0
829,829,Isaiah Roby,22,"Dixon, IL",USA,,,University of Nebraska-Lincoln,40.8201966,-96.70047629999999,"6'8""",0.0
830,830,Angel Rodriguez,27,,Puerto Rico,,,Miami,25.7616798,-80.1917902,"5'11""",0.0
831,831,Brandon Rush,34,"Kansas City, MO",USA,,,University of Kansas,38.9543439,-95.2557961,"6'6""",0.0
833,833,Admiral Schofield,23,London,United Kingdom,,,Tennessee,35.5174913,-86.5804473,"6'5""",0.0
835,835,Marial Shayok,24,"Ottawa, ON",Canada,,,Iowa State,42.0266187,-93.6464654,"6'5""",0.0
836,836,Simisola Shittu,20,London,Canada,,,Vanderbilt,36.1447034,-86.8026551,"6'10""",0.0
837,837,Chris Silva,23,,,,,South Carolina,33.836081,-81.1637245,"6'8""",0.0
844,844,Max Strus,24,"HIckory Hills, IL",USA,,,DePaul,41.9247559,-87.6566465,"6'5""",0.0
845,845,Isaiah Taylor,25,"Hayward, CA",USA,,,University of Texas at Austin,30.2849185,-97.7340567,"6'2""",0.0
848,848,Matt Thomas,25,"Decatur, IL",USA,,,Iowa State,42.0266187,-93.6464654,"6'4""",0.0
850,850,Matisse Thybulle,23,,,,,Washington,47.7510741,-120.7401385,"6'5""",0.0
851,851,Juan Toscano-Anderson,27,,USA,,,Marquette,43.0388337,-87.92856669999999,"6'6""",0.0
852,852,Rayjon Tucker,22,"Charlotte, NC",USA,,,Arkansas-Little Rock,34.7464809,-92.28959479999999,"6'3""",0.0
853,853,Jarrod Uthoff,26,"Cedar Rapids, IA",USA,,,University of Iowa,41.6626963,-91.5548998,"6'9""",0.0
854,854,Denzel Valentine,26,"Lansing, MI",USA,,,Michigan State University,42.701848,-84.4821719,"6'4""",0.0
857,857,Dean Wade,23,"Wichita, KS",USA,,,Kansas State,37.8825576,-95.7339434,"6'9""",0.0
858,858,Luke Walton,2,"San Diego, CA",USA,,,University of Arizona,32.2318851,-110.9501094,,0.0
859,859,P.J. Washington,21,"Louisville, KY",USA,,,Kentucky,37.8393332,-84.2700179,"6'7""",0.0
860,860,Tremont Waters,22,"New Haven, CT",USA,,,Louisiana State,30.9842977,-91.96233269999999,"5'10""",0.0
861,861,Paul Watson,25,"Phoenix, AZ",USA,,,Fresno State,36.8133631,-119.7460947,"6'6""",0.0
862,862,Quinndary Weatherspoon,23,"Canton, MS",USA,,,Mississippi State,33.4551742,-88.79437659999999,"6'3""",0.0
863,863,James Webb III,26,"Augusta, GA",USA,,,Boise State University,43.6028311,-116.201767,"6'9""",0.0
864,864,Coby White,20,"Goldsboro, NC",USA,,,North Carolina,35.7595731,-79.01929969999999,"6'4""",0.0
865,865,Andrew White III,26,"Richmond, VA",USA,,,Syracuse University,43.0391534,-76.1351158,"6'7""",0.0
866,866,C.J. Wilcox,29,"Pleasant Grove, UT",USA,,,University of Washington,47.6912794,-122.3176141,"6'4""",0.0
867,867,Damien Wilkins,40,"Washington, NC",USA,,,University of Georgia,33.9480053,-83.3773221,,0.0
868,868,Elliott Williams,30,"Memphis, TN",USA,,,University of Memphis,35.1187498,-89.9374928,,0.0
869,869,Grant Williams,21,"Houston, TX",USA,,,Tennessee,35.5174913,-86.5804473,"6'6""",0.0
870,870,Nigel Williams-Goss,25,"Happy Valley, OR",USA,,,Gonzaga,47.66703210000001,-117.4014343,"6'2""",0.0
871,871,Zion Williamson,19,"Salisbury, NC",USA,,,Duke,36.0014258,-78.9382286,"6'6""",0.0
872,872,Kyle Wiltjer,27,"Portland, OR",USA,,,Gonzaga University,47.66703210000001,-117.4014343,"6'10""",0.0
873,873,Dylan Windler,23,,,,,Belmont,37.3383899,-95.2638489,"6'6""",0.0
874,874,Todd Withers,23,"Greensboro, NC",USA,,,Queens University,44.2252795,-76.49514119999999,"6'7""",0.0
875,875,Jeff Withey,30,"San Diego, CA",USA,,,University of Kansas,38.9543439,-95.2557961,,0.0
876,876,Nate Wolters,28,"St. Cloud, MN",USA,,,South Dakota State University,44.319242,-96.7834503,,0.0
877,877,Kenny Wooten,21,"Manteca, CA",USA,,,Oregon,43.8041334,-120.5542012,"6'8""",0.0
878,878,Brandan Wright,32,"Nashville, TN",USA,,,University of North Carolina,35.9049122,-79.0469134,"6'10""",0.0
879,879,Justin Wright-Foreman,22,"Laurelton, NY",USA,,,Hofstra,40.7166872,-73.5993965,"6'0""",0.0
880,880,Tony Wroten,27,"Seattle, WA",USA,,,University of Washington,47.6912794,-122.3176141,"6'6""",0.0
