,Unnamed: 0,Name,Age,Birth City,Birth Country,Birth Lat,Birth Lng,College,College Lat,College Lng,Ability Score
268,268,John Holland,31,"Bronx, NY",USA,40.8447819,-73.8648268,Boston University,,,0.0
269,269,Rondae Hollis-Jefferson,25,"Chester, PA",USA,39.849557,-75.3557457,University of Arizona,,,17.0
270,270,Richaun Holmes,26,"Lockport, IL",USA,41.5894752,-88.05783699999999,Bowling Green State University,,,15.499999999999998
271,271,Rodney Hood,27,"Meridian, MS",USA,32.3643098,-88.703656,Duke University,,,17.6
272,272,Rodney Hood,27,"Meridian, MS",USA,32.3643098,-88.703656,Duke University,,,13.5
273,273,Al Horford,33,Puerto Plata,Dominican Republic,19.7807686,-70.6871091,University of Florida,,,26.6
274,274,Danuel House Jr.,26,"Houston, TX",USA,29.7604267,-95.3698028,Texas A&M University,,,14.8
275,275,Dwight Howard,34,"Atlanta, GA",USA,33.7489954,-84.3879824,,,,23.6
276,276,Kevin Huerter,21,"Albany, NY",USA,42.6525793,-73.7562317,,,,17.1
277,277,Isaac Humphries,22,Sydney,Australia,-33.8688197,151.2092955,,,,5.4
278,278,RJ Hunter,26,"Oxford, OH",USA,39.5069974,-84.74523099999999,Georgia State University,,,24.0
280,280,Serge Ibaka,30,Brazzaville,Democratic Republic of the Congo,-4.2633597,15.2428853,,,,26.2
281,281,Andre Iguodala,36,"Springfield, IL",USA,39.78172130000001,-89.6501481,University of Arizona,,,14.300000000000002
282,282,Ersan Ilyasova,32,Eskisehir,Turkey,39.7667061,30.52563109999999,,,,12.900000000000002
283,283,Joe Ingles,32,Happy Valley,Australia,-35.083,138.567,,,,23.2
284,284,Andre Ingram,34,"Richmond, VA",USA,37.5407246,-77.4360481,,,,0.7
285,285,Brandon Ingram,22,"Kinston, NC",USA,35.2626635,-77.5816353,Duke University,,,27.6
286,286,Kyrie Irving,28,Melbourne,Australia,-37.8136276,144.9630576,Duke University,,,37.8
287,287,Jonathan Isaac,22,"New York, NY",USA,40.7127753,-74.0059728,Florida State University,,,18.3
288,288,Wes Iwundu,25,"Houston, TX",USA,29.7604267,-95.3698028,Kansas State University,,,9.500000000000002
289,289,Demetrius Jackson,25,"South Bend, IN",USA,41.6763545,-86.25198979999999,University of Notre Dame,,,5.3
290,290,Frank Jackson,21,"Washington, DC",USA,38.9071923,-77.0368707,Duke University,,,11.8
291,291,Josh Jackson,23,"San Diego, CA",USA,32.715738,-117.1610838,University of Kansas,,,19.8
292,292,Justin Jackson,23,"Houston, TX",Canada,29.7495221,-95.48195919999999,Maryland,,,11.4
293,293,Justin Jackson,23,"Houston, TX",Canada,29.7495221,-95.48195919999999,Maryland,,,11.8
294,294,Reggie Jackson,30,Pordenone,USA,45.8997807,12.6109612,Boston College,,,23.0
295,295,Jaren Jackson Jr.,20,"Plainfield, NJ",USA,40.6337136,-74.4073736,,,,21.9
296,296,LeBron James,35,"Akron, OH",USA,41.0814447,-81.51900529999999,,,,46.1
297,297,Amile Jefferson,26,"Philadelphia, PA",USA,39.9525839,-75.1652215,Duke University,,,4.6000000000000005
298,298,John Jenkins,29,"Nashville, TN",USA,36.1626638,-86.7816016,Vanderbilt University,,,1.9
299,299,John Jenkins,29,"Nashville, TN",USA,36.1626638,-86.7816016,Vanderbilt University,,,7.9
300,300,Jonas Jerebko,33,Kinna,Sweden,57.50984,12.6941321,,,,12.1
301,301,Alize Johnson,23,"Williamsport, PA",USA,41.2411897,-77.00107860000001,,,,2.7
302,302,Amir Johnson,32,"Los Angeles, CA",USA,34.0522342,-118.2436849,,,,8.600000000000001
305,305,James Johnson,33,"Cheyenne, WY",USA,41.1399814,-104.8202462,Wake Forest,,,14.6
306,306,Stanley Johnson,23,"Los Angeles, CA",USA,34.0522342,-118.2436849,University of Arizona,,,13.6
307,307,Stanley Johnson,23,"Los Angeles, CA",USA,34.0522342,-118.2436849,University of Arizona,,,9.999999999999998
308,308,Tyler Johnson,27,"Grand Forks, ND",USA,47.9252568,-97.0328547,"California State University, Fresno",,,17.4
309,309,Tyler Johnson,27,"Grand Forks, ND",USA,47.9252568,-97.0328547,"California State University, Fresno",,,20.9
310,310,Wesley Johnson,32,"Corsicana, TX",USA,32.0954304,-96.46887269999999,Syracuse University,,,7.2
311,311,Wesley Johnson,32,"Corsicana, TX",USA,32.0954304,-96.46887269999999,Syracuse University,,,5.5
312,312,Nikola Jokic,25,Sombor,Serbia,45.773295,19.1151469,,,,40.2
313,313,Damian Jones,24,"Baton Rouge, LA",USA,30.4514677,-91.18714659999999,Vanderbilt University,,,11.2
314,314,Jalen Jones,26,"Dallas, TX",USA,32.7766642,-96.79698789999999,Texas A&M University,,,8.299999999999999
316,316,Terrence Jones,28,"Portland, OR",USA,45.5051064,-122.6750261,University of Kentucky,,,3.0
317,317,Tyus Jones,23,"Burnsville, MN",USA,44.7677424,-93.27772259999999,Duke University,,,14.999999999999998
318,318,Derrick Jones Jr.,23,"Chester, PA",USA,39.849557,-75.3557457,"University of Nevada, Las Vegas",,,13.1
319,319,DeAndre Jordan,31,"Houston, TX",USA,29.7604267,-95.3698028,Texas A&M University,,,28.4
320,320,DeAndre Jordan,31,"Houston, TX",USA,29.7604267,-95.3698028,Texas A&M University,,,26.800000000000004
321,321,Cory Joseph,28,Toronto,Canada,43.653226,-79.3831843,University of Texas at Austin,,,15.2
322,322,Frank Kaminsky,27,"Winfield, IL",USA,41.8616956,-88.1609031,University of Wisconsin,,,14.000000000000002
323,323,Enes Kanter,27,Zurich,Turkey,47.3825549,8.543315,,,,27.2
324,324,Enes Kanter,27,Zurich,Turkey,47.3825549,8.543315,,,,24.1
325,325,Luke Kennard,23,"Middletown, OH",USA,39.5150576,-84.39827629999999,Duke University,,,14.9
326,326,Michael Kidd-Gilchrist,26,"Philadelphia, PA",USA,39.9525839,-75.1652215,University of Kentucky,,,12.6
327,327,George King,25,"Fayetteville, NC",USA,35.0526641,-78.87835849999999,,,,1.0
328,328,Maxi Kleber,28,Wurzburg,Germany,49.79130439999999,9.9533548,,,,13.999999999999998
329,329,Brandon Knight,28,"Miami, FL",USA,25.7616798,-80.1917902,University of Kentucky,,,4.8
330,330,Brandon Knight,28,"Miami, FL",USA,25.7616798,-80.1917902,University of Kentucky,,,13.499999999999998
331,331,Kevin Knox II,20,"Phoenix, AZ",USA,33.4483771,-112.0740373,,,,19.300000000000004
332,332,Furkan Korkmaz,22,Istanbul,Turkey,41.0082376,28.9783589,,,,9.7
333,333,Luke Kornet,24,"Lantana, TX",USA,33.08371,-97.11978669999999,Vanderbilt University,,,12.6
334,334,Kyle Korver,39,"Lakewood, CA",USA,33.8536269,-118.1339563,Creighton University,,,9.999999999999998
335,335,Kyle Korver,39,"Lakewood, CA",USA,33.8536269,-118.1339563,Creighton University,,,13.4
336,336,Kosta Koufos,31,"Canton, OH",USA,40.79894729999999,-81.378447,Ohio State University,,,9.6
337,337,Rodions Kurucs,22,Cēsis,Latvia,57.308611,25.2668719,,,,14.3
338,338,Kyle Kuzma,24,"Flint, MI",USA,43.0125274,-83.6874562,University of Utah,,,27.7
339,339,Skal Labissiere,24,Port-Au-Prince,Haiti,18.594395,-72.3074326,University of Kentucky,,,5.5
340,340,Skal Labissiere,24,Port-Au-Prince,Haiti,18.594395,-72.3074326,University of Kentucky,,,6.699999999999998
341,341,Jeremy Lamb,27,"Henrico Valley, VA",USA,37.5059332,-77.3324425,University of Connecticut,,,24.5
342,342,Zach LaVine,25,"Renton, WA",USA,47.4796927,-122.2079218,"University of California, Los Angeles",,,34.3
343,343,Jake Layman,26,"Norwood, MA",USA,42.19439089999999,-71.19896949999999,University of Maryland,,,12.2
344,344,TJ Leaf,22,Tel Aviv,USA,32.0767352,34.7667006,"University of California, Los Angeles",,,7.0
345,345,Courtney Lee,34,"Indianapolis, IN",USA,39.768403,-86.158068,Western Kentucky University,,,9.1
346,346,Courtney Lee,34,"Indianapolis, IN",USA,39.768403,-86.158068,Western Kentucky University,,,6.4
347,347,Damion Lee,27,Baltimore. MD,USA,39.2903848,-76.6121893,Louisville,,,7.700000000000001
349,349,Alex Len,26,Antratsit,Ukraine,48.11995049999999,39.0897865,University of Maryland,,,19.0
350,350,Kawhi Leonard,28,"Los Angeles, CA",USA,34.0522342,-118.2436849,San Diego State University,,,39.39999999999999
351,351,Meyers Leonard,28,"Woodbridge, VA",USA,38.6581722,-77.2497049,University of Illinois at Urbana-Champaign,,,11.3
352,352,Jon Leuer,30,"Long Lake, MN",USA,44.9866298,-93.5716243,University of Wisconsin,,,6.899999999999999
353,353,Caris LeVert,25,"Columbus, OH",USA,39.9611755,-82.99879419999999,University of Michigan,,,22.8
354,354,Damian Lillard,29,"Oakland, CA",USA,37.8043514,-122.2711639,Weber State University,,,38.8
355,355,Jeremy Lin,31,"Palo Alto, CA",USA,37.4418834,-122.1430195,Harvard University,,,17.3
356,356,Jeremy Lin,31,"Palo Alto, CA",USA,37.4418834,-122.1430195,Harvard University,,,12.500000000000002
357,357,Shaun Livingston,34,"Peoria, IL",USA,40.6936488,-89.5889864,,,,8.5
359,359,Kevon Looney,24,"Milwaukee, WI",USA,43.0389025,-87.9064736,"University of California, Los Angeles",,,14.2
360,360,Brook Lopez,32,"North Hollywood, CA",USA,34.187044,-118.3812562,Stanford University,,,21.4
361,361,Robin Lopez,32,"North Hollywood, CA",USA,34.187044,-118.3812562,Stanford University,,,15.8
362,362,Kevin Love,31,"Santa Monica, CA",USA,34.0194543,-118.4911912,"University of California, Los Angeles",,,30.7
363,363,Kyle Lowry,34,"Philadelphia, PA",USA,39.9525839,-75.1652215,Villanova University,,,29.6
364,364,Jordan Loyd,26,"Atlanta, GA",USA,33.7489954,-84.3879824,,,,3.7
365,365,Kalin Lucas,30,"Sterling Heights, MI",USA,42.5803122,-83.0302033,,,,6.0
366,366,Timothe Luwawu-Cabarrot,24,Cannes,France,43.552847,7.017369,,,,3.0000000000000004
367,367,Timothe Luwawu-Cabarrot,24,Cannes,France,43.552847,7.017369,,,,11.0
368,368,Tyler Lydon,24,"Hudson, NY",USA,42.2528649,-73.790959,Syracuse University,,,1.9
369,369,Trey Lyles,24,Saskatoon,USA,52.1144678,-106.6425538,University of Kentucky,,,14.6
370,370,Scott Machado,29,"Queens, NY",USA,40.7282239,-73.7948516,,,,3.5
371,371,Shelvin Mack,29,"Lexington, KY",USA,38.0405837,-84.5037164,Butler University,,,14.1
372,372,Shelvin Mack,29,"Lexington, KY",USA,38.0405837,-84.5037164,Butler University,,,3.4000000000000004
374,374,J.P. Macura,24,"Lakeville, MN",USA,44.6496868,-93.24271999999999,,,,5.5
375,375,Ian Mahinmi,33,Rouen,France,49.44323199999999,1.099971,,,,9.8
378,378,Boban Marjanovic,31,Zajecar,Serbia,43.9015048,22.2738011,,,,12.3
379,379,Boban Marjanovic,31,Zajecar,Serbia,43.9015048,22.2738011,,,,15.499999999999998
380,380,Lauri Markkanen,22,Vantaa,Finland,60.29335239999999,25.0377686,University of Arizona,,,30.5
381,381,Jarell Martin,25,"Baton Rouge, LA",USA,30.4514677,-91.18714659999999,Louisiana State University,,,5.1000000000000005
382,382,Frank Mason,26,"Petersburg, VA",USA,37.2279279,-77.40192669999999,University of Kansas,,,8.899999999999997
383,383,Yante Maten,23,"Pontiac, MI",USA,42.6389216,-83.29104679999999,,,,3.0
384,384,Wesley Matthews,33,"San Antonio, TX",USA,29.4241219,-98.49362819999999,Marquette University,,,18.8
385,385,Wesley Matthews,33,"San Antonio, TX",USA,29.4241219,-98.49362819999999,Marquette University,,,12.0
386,386,Wesley Matthews,33,"San Antonio, TX",USA,29.4241219,-98.49362819999999,Marquette University,,,17.199999999999996
387,387,Luc Mbah a Moute,33,Yaounde,Cameroon,3.8480325,11.5020752,"University of California, Los Angeles",,,7.7
389,389,Patrick McCaw,24,"St. Louis, MO",USA,38.6270025,-90.19940419999999,"University of Nevada, Las Vegas",,,4.1000000000000005
390,390,Patrick McCaw,24,"St. Louis, MO",USA,38.6270025,-90.19940419999999,"University of Nevada, Las Vegas",,,6.3
391,391,CJ McCollum,28,"Canton, OH",USA,40.79894729999999,-81.378447,Lehigh University,,,29.2
392,392,T.J. McConnell,28,"Pittsburgh, PA",USA,40.44062479999999,-79.9958864,University of Arizona,,,13.3
393,393,Doug McDermott,28,"Grand Forks, ND",USA,47.9252568,-97.0328547,Creighton University,,,9.9
394,394,JaVale McGee,32,"Flint, MI",USA,43.0125274,-83.6874562,"University of Nevada, Reno",,,22.9
395,395,Rodney McGruder,28,"Landover, MD",USA,38.9340002,-76.8966397,Kansas State University,,,13.599999999999998
396,396,Alfonzo McKinnie,27,"Chicago, IL",USA,41.8781136,-87.6297982,University of Wisconsin-Green Bay,,,9.0
397,397,Ben McLemore,27,"St. Louis, MO",USA,38.6270025,-90.19940419999999,University of Kansas,,,5.5
398,398,Jordan McRae,29,"Savannah, GA",USA,32.0808989,-81.091203,University of Tennessee,,,9.2
399,399,Jodie Meeks,32,"Norcross, GA",USA,33.9412127,-84.2135309,University of Kentucky,,,9.1
400,400,Salah Mejri,33,Jendouba,Tunisia,36.5072263,8.7756556,,,,9.6
401,401,De'Anthony Melton,21,"North Hollywood, CA",USA,34.187044,-118.3812562,,,,12.8
402,402,Chimezie Metu,23,"Los Angeles, CA",USA,34.0522342,-118.2436849,,,,3.7
403,403,Khris Middleton,28,"Charleston, SC",USA,32.7764749,-79.93105120000001,Texas A&M University,,,29.700000000000006
404,404,CJ Miles,33,"Dallas, TX",USA,32.7766642,-96.79698789999999,,,,8.399999999999999
405,405,CJ Miles,33,"Dallas, TX",USA,32.7766642,-96.79698789999999,,,,13.5
406,406,Darius Miller,30,"Maysville, KY",USA,38.6411854,-83.744365,University of Kentucky,,,13.0
407,407,Malcolm Miller,27,"Gaithersburg, MD",USA,39.1439689,-77.2016062,College of the Holy Cross,,,4.299999999999999
408,408,Patty Mills,31,Canberra,Australia,-35.2809368,149.1300092,Saint Mary's College of California,,,15.8
409,409,Paul Millsap,35,"Monroe, LA",USA,32.5093109,-92.1193012,Louisiana Tech University,,,23.8
410,410,Shake Milton,23,"Savannah, GA",USA,32.0808989,-81.091203,,,,7.8000000000000025
411,411,Nikola Mirotic,29,Podgorica,Montenegro,42.4304196,19.2593642,,,,27.5
412,412,Nikola Mirotic,29,Podgorica,Montenegro,42.4304196,19.2593642,,,,19.7
413,413,Donovan Mitchell,23,"Elmsford, NY",USA,41.0550969,-73.8201337,University of Louisville,,,33.9
414,414,Naz Mitrou-Long,26,Mississauga,Canada,43.5890452,-79.6441198,Iowa State University,,,2.8000000000000003
415,415,Malik Monk,22,"Jonesboro, AR",USA,35.84229670000001,-90.704279,University of Kentucky,,,13.2
416,416,Greg Monroe,29,"New Orleans, LA",USA,29.95106579999999,-90.0715323,Georgetown University,,,9.8
417,417,Greg Monroe,29,"New Orleans, LA",USA,29.95106579999999,-90.0715323,Georgetown University,,,5.0
418,418,Greg Monroe,29,"New Orleans, LA",USA,29.95106579999999,-90.0715323,Georgetown University,,,20.6
419,419,E'Twaun Moore,31,"East Chicago, IN",USA,41.63920239999999,-87.4547635,Purdue University,,,17.2
420,420,Eric Moreland,28,"Houston, TX",USA,29.7604267,-95.3698028,Oregon State University,,,3.0
421,421,Eric Moreland,28,"Houston, TX",USA,29.7604267,-95.3698028,Oregon State University,,,7.4
422,422,Jaylen Morris,24,"Amherst, NY",USA,42.97900670000001,-78.792272,,,,5.2
423,423,Markieff Morris,30,"Philadelphia, PA",USA,39.9525839,-75.1652215,University of Kansas,,,19.700000000000006
424,424,Markieff Morris,30,"Philadelphia, PA",USA,39.9525839,-75.1652215,University of Kansas,,,11.7
425,425,Monte Morris,24,"Grand Rapids, MI",USA,42.9633599,-85.6680863,Iowa State University,,,17.3
426,426,Marcus Morris Sr.,30,"Philadelphia, PA",USA,39.9525839,-75.1652215,University of Kansas,,,22.4
427,427,Donatas Motiejunas,29,Kaunas,Lithuania,54.8985207,23.9035965,,,,3.6
428,428,Johnathan Motley,24,"Houston, TX",USA,29.7604267,-95.3698028,Baylor University,,,7.699999999999998
429,429,Emmanuel Mudiay,24,Kinshasa,Democratic Republic of the Congo,-4.4419311,15.2662931,,,,23.0
430,430,Jamal Murray,23,Kitchener,Canada,43.4516395,-80.4925337,University of Kentucky,,,28.5
431,431,Dzanan Musa,20,Bihać,Bosnia,44.8119628,15.8685645,,,,3.1000000000000005
432,432,Mike Muscala,28,"St. Louis Park, MN",USA,44.9597376,-93.3702186,Bucknell University,,,14.0
433,433,Mike Muscala,28,"St. Louis Park, MN",USA,44.9597376,-93.3702186,Bucknell University,,,10.2
434,434,Svi Mykhailiuk,22,Cherkasy,Ukraine,49.444433,32.059767,,,,5.199999999999998
435,435,Svi Mykhailiuk,22,Cherkasy,Ukraine,49.444433,32.059767,,,,4.3
436,436,Abdel Nader,26,Alexandria,Egypt,31.2000924,29.9187387,Iowa State University,,,6.7
437,437,Larry Nance Jr.,27,"Akron, OH",USA,41.0814447,-81.51900529999999,University of Wyoming,,,22.9
438,438,Shabazz Napier,28,"Roxbury, MA",USA,42.3151978,-71.0913748,University of Connecticut,,,14.900000000000002
439,439,Raul Neto,27,Belo Horizonte,Brazil,-19.9166813,-43.9344931,,,,10.0
440,440,Georges Niang,26,"Lawrence, MA",USA,42.7070354,-71.1631137,Iowa State University,,,6.4
441,441,Joakim Noah,35,"New York, NY",USA,40.7127753,-74.0059728,University of Florida,,,16.1
442,442,Nerlens Noel,26,"Malden, MA",USA,42.4250964,-71.066163,University of Kentucky,,,11.8
443,443,Dirk Nowitzki,41,Wurzburg,Germany,49.79130439999999,9.9533548,,,,11.7
444,444,Frank Ntilikina,21,Ixelles,France,50.8160872,4.3825297,,,,11.5
445,445,James Nunnally,29,"San Jose, CA",USA,37.3382082,-121.8863286,,,,2.9
446,446,James Nunnally,29,"San Jose, CA",USA,37.3382082,-121.8863286,,,,6.0
447,447,Jusuf Nurkic,25,Tuzla,Bosnia and Herzegovina,44.53746109999999,18.6734687,,,,31.6
448,448,David Nwaba,27,"Los Angeles, CA",USA,34.0522342,-118.2436849,"California Polytechnic State University, San Luis Obispo",,,11.8
449,449,Semi Ojeleye,25,"Overland Park, KS",USA,38.9822282,-94.6707917,Southern Methodist University,,,5.5
450,450,Jahlil Okafor,24,"Chicago, IL",USA,41.8781136,-87.6297982,Duke University,,,14.599999999999998
451,451,Elie Okobo,22,Bordeaux,France,44.837789,-0.57918,,,,10.7
452,452,Josh Okogie,21,Lagos,Nigeria,6.5243793,3.3792057,,,,13.4
453,453,Victor Oladipo,27,"Silver Spring, MD",USA,38.99066570000001,-77.026088,Indiana University,,,31.6
454,454,Kelly Olynyk,28,Toronto,Canada,43.653226,-79.3831843,Gonzaga University,,,17.7
455,455,Royce O'Neale,26,"Killeen, TX",USA,31.1171194,-97.72779589999999,Baylor University,,,11.2
456,456,Kyle O'Quinn,30,"Flushing, NY",USA,40.7674987,-73.833079,Norfolk State University,,,8.1
457,457,Cedi Osman,25,Ohrid,Turkey,41.1119232,20.7975335,,,,21.200000000000006
458,458,Kelly Oubre Jr.,24,"New Orleans, LA",USA,29.95106579999999,-90.0715323,University of Kansas,,,19.6
459,459,Kelly Oubre Jr.,24,"New Orleans, LA",USA,29.95106579999999,-90.0715323,University of Kansas,,,25.700000000000006
460,460,Zaza Pachulia,36,Tbilisi,Georgia,41.7151377,44.827096,,,,9.8
461,461,Jabari Parker,25,"Chicago, IL",USA,41.8781136,-87.6297982,Duke University,,,23.7
462,462,Jabari Parker,25,"Chicago, IL",USA,41.8781136,-87.6297982,Duke University,,,26.4
463,463,Tony Parker,37,Bruges,Belgium,51.209348,3.2246995,,,,15.2
464,464,Chandler Parsons,31,"Casselberry, FL",USA,28.677775,-81.3278455,University of Florida,,,13.0
465,465,Patrick Patterson,31,"Washington, DC",USA,38.9071923,-77.0368707,University of Kentucky,,,6.9
466,466,Justin Patton,22,"Riverdale, GA",USA,33.5726113,-84.4132594,Creighton University,,,5.4
467,467,Chris Paul,34,"Winston-Salem, NC",USA,36.09985959999999,-80.244216,Wake Forest University,,,30.1
468,468,Cameron Payne,25,"Memphis, TN",USA,35.1495343,-90.0489801,Murray State University,,,10.9
469,469,Cameron Payne,25,"Memphis, TN",USA,35.1495343,-90.0489801,Murray State University,,,14.1
470,470,Elfrid Payton,26,"Gretna, LA",USA,29.9146493,-90.0539603,University of Louisiana at Lafayette,,,24.8
471,471,Gary Payton II,27,"Seattle, WA",USA,47.6062095,-122.3320708,Oregon State University,,,7.0
472,472,Theo Pinson,24,"Greensboro, NC",USA,36.0726354,-79.7919754,,,,8.0
473,473,Mason Plumlee,30,"Fort Wayne, IN",USA,41.079273,-85.1393513,Duke University,,,18.9
474,474,Miles Plumlee,31,"Fort Wayne, IN",USA,41.079273,-85.1393513,Duke University,,,8.0
475,475,Jakob Poeltl,24,Vienna,Austria,48.2081743,16.3738189,University of Utah,,,13.3
476,476,Quincy Pondexter,32,"Fresno, CA",USA,36.7377981,-119.7871247,University of Washington,,,3.4000000000000004
477,477,Otto Porter Jr.,26,"St. Louis, MO",USA,38.6270025,-90.19940419999999,Georgetown University,,,22.4
478,478,Otto Porter Jr.,26,"St. Louis, MO",USA,38.6270025,-90.19940419999999,Georgetown University,,,27.5
479,479,Bobby Portis,25,"Little Rock, AR",USA,34.7464809,-92.28959479999999,University of Arkansas,,,23.6
480,480,Bobby Portis,25,"Little Rock, AR",USA,34.7464809,-92.28959479999999,University of Arkansas,,,25.8
481,481,Dwight Powell,28,Toronto,Canada,43.653226,-79.3831843,Stanford University,,,18.7
482,482,Norman Powell,26,"San Diego, CA",USA,32.715738,-117.1610838,"University of California, Los Angeles",,,13.199999999999998
483,483,Alex Poythress,26,"Savannah, GA",USA,32.0808989,-81.091203,University of Kentucky,,,10.2
484,484,Taurean Prince,26,"San Marcos, TX",USA,29.8832749,-97.9413941,Baylor University,,,20.500000000000004
485,485,Ivan Rabb,23,"Sacramento, CA",USA,38.5815719,-121.4943996,University of California,,,11.7
486,486,Chasson Randle,27,"Rock Island, IL",USA,41.5094771,-90.5787476,Stanford University,,,9.2
487,487,Julius Randle,25,"Dallas, TX",USA,32.7766642,-96.79698789999999,University of Kentucky,,,34.5
488,488,JJ Redick,35,"Cookeville, TN",USA,36.162839,-85.5016423,Duke University,,,23.8
489,489,Davon Reed,24,"Princeton, NJ",USA,40.3572976,-74.6672226,University of Miami,,,2.2
491,491,Josh Richardson,26,"Edmond, OK",USA,35.6528323,-97.47809540000002,University of Tennessee,,,25.90000000000001
492,492,Malachi Richardson,24,"Trenton, NJ",USA,40.2205824,-74.759717,Syracuse University,,,2.0
493,493,Austin Rivers,27,"Santa Monica, CA",USA,34.0194543,-118.4911912,Duke University,,,12.5
494,494,Austin Rivers,27,"Santa Monica, CA",USA,34.0194543,-118.4911912,Duke University,,,13.8
495,495,Devin Robinson,25,"Christchurch, VA",USA,37.6048617,-76.5343958,University of Florida,,,12.0
496,496,Duncan Robinson,25,"York, MA",USA,43.16174830000001,-70.6482581,,,,5.199999999999998
497,497,Jerome Robinson,23,"Raleigh, NC",USA,35.7795897,-78.6381787,,,,5.599999999999999
498,498,Mitchell Robinson,22,"Pensacola, FL",USA,30.42130899999999,-87.2169149,,,,17.5
499,499,Glenn Robinson III,26,"Gary, IN",USA,41.6020403,-87.3371523,University of Michigan,,,6.6000000000000005
500,500,Rajon Rondo,34,"Louisville, KY",USA,38.2526647,-85.7584557,University of Kentucky,,,23.9
501,501,Derrick Rose,31,"Chicago, IL",USA,41.8781136,-87.6297982,University of Memphis,,,25.8
502,502,Terrence Ross,29,"Portland, OR",USA,45.5051064,-122.6750261,University of Washington,,,21.6
503,503,Terry Rozier,26,"Youngstown, OH",USA,41.0997803,-80.6495194,University of Louisville,,,17.0
504,504,Ricky Rubio,29,Barcelona,Spain,41.3850639,2.1734035,,,,23.9
505,505,D'Angelo Russell,24,"Louisville, KY",USA,38.2526647,-85.7584557,Ohio State University,,,33.40000000000001
506,506,Domantas Sabonis,23,"Portland, OR",Lithuania,45.58976939999999,-122.5950942,Gonzaga University,,,27.5
507,507,Brandon Sampson,22,"Baton Rouge, LA",USA,30.4514677,-91.18714659999999,,,,7.699999999999998
508,508,JaKarr Sampson,27,"Cleveland, OH",USA,41.49932,-81.6943605,St. John's University,,,30.8
509,509,Dario Saric,26,Sibenik,Croatia,43.7350196,15.8952045,,,,20.3
510,510,Dario Saric,26,Sibenik,Croatia,43.7350196,15.8952045,,,,18.1
511,511,Tomas Satoransky,28,Prague,Czech Republic,50.0755381,14.4378005,,,,18.6
512,512,Dennis Schroder,26,Braunschweig,Germany,52.2688736,10.5267696,,,,24.200000000000006
513,513,Mike Scott,31,"Chesapeake, VA",USA,36.7682088,-76.2874927,Virginia,,,9.4
514,514,Mike Scott,31,"Chesapeake, VA",USA,36.7682088,-76.2874927,Virginia,,,12.9
515,515,Thabo Sefolosha,35,Vevey,Switzerland,46.4628333,6.8419192,,,,7.8
516,516,Wayne Selden,25,"Roxbury, MA",USA,42.3151978,-71.0913748,University of Kansas,,,8.4
517,517,Wayne Selden,25,"Roxbury, MA",USA,42.3151978,-71.0913748,University of Kansas,,,13.599999999999998
518,518,Collin Sexton,21,"Marietta, GA",USA,33.95260200000001,-84.5499327,,,,23.2
519,519,Landry Shamet,23,"Kansas City, MI",USA,39.0997265,-94.5785667,,,,11.3
520,520,Landry Shamet,23,"Kansas City, MI",USA,39.0997265,-94.5785667,,,,16.000000000000004
521,521,Iman Shumpert,29,"Oak Park, IL",USA,41.8850317,-87.7845025,Georgia Institute of Technology,,,15.8
522,522,Iman Shumpert,29,"Oak Park, IL",USA,41.8850317,-87.7845025,Georgia Institute of Technology,,,9.1
523,523,Pascal Siakam,26,Douala,Cameroon,4.0510564,9.7678687,New Mexico State University,,,28.4
524,524,Jordan Sibert,27,"Cincinnati, OH",USA,39.1031182,-84.5120196,,,,3.0
525,525,Ben Simmons,23,Fitzroy,Australia,-37.801111,144.978889,Louisiana State University,,,35.59999999999999
526,526,Jonathon Simmons,30,"Houston, TX",USA,29.7604267,-95.3698028,University of Houston,,,12.4
527,527,Jonathon Simmons,30,"Houston, TX",USA,29.7604267,-95.3698028,University of Houston,,,10.2
528,528,Kobi Simmons,22,"Atlanta, GA",USA,33.7489954,-84.3879824,University of Arizona,,,0.0
529,529,Anfernee Simons,20,"Altamonte Springs, FL",USA,28.6611089,-81.3656242,,,,4.999999999999999
530,530,Marcus Smart,26,"Flower Mound, TX",USA,33.0145673,-97.0969552,Oklahoma State University,,,17.9
531,531,Ish Smith,31,"Charlotte, NC",USA,35.2270869,-80.8431267,Wake Forest University,,,15.8
532,532,Jason Smith,34,"Greeley, CO",USA,40.4233142,-104.7091322,Colorado State University,,,8.3
533,533,Jason Smith,34,"Greeley, CO",USA,40.4233142,-104.7091322,Colorado State University,,,4.8
534,534,Jason Smith,34,"Greeley, CO",USA,40.4233142,-104.7091322,Colorado State University,,,6.5
535,535,J.R. Smith,34,"Freehold, NJ",USA,40.2136754,-74.3000878,,,,11.500000000000002
536,536,Zhaire Smith,20,"Garland, TX",USA,32.912624,-96.63888329999999,,,,11.2
537,537,Dennis Smith Jr.,22,"Fayetteville, NC",USA,35.0526641,-78.87835849999999,North Carolina State University,,,21.7
538,538,Dennis Smith Jr.,22,"Fayetteville, NC",USA,35.0526641,-78.87835849999999,North Carolina State University,,,24.6
539,539,Tony Snell,28,"Riverside, CA",USA,33.9806005,-117.3754942,University of New Mexico,,,9.6
540,540,Ray Spalding,23,"Louisville, KY",USA,38.2526647,-85.7584557,,,,0.0
541,541,Ray Spalding,23,"Louisville, KY",USA,38.2526647,-85.7584557,,,,9.6
542,542,Omari Spellman,22,"Cleveland, OH",USA,41.49932,-81.6943605,,,,12.2
